question,answer_llm,answer_orig,document
How do I handle pricing calculations if I decide to move away from the default OpenAI model?,I don't know based on the provided context.,"Keep the course's `LLMCallRecord` and `RAGBase`, but change the three
`RAGWithMetrics` methods that depend on the OpenAI Responses API. Providers
with an OpenAI-compatible Chat Completions endpoint return the answer and token
counts under different attributes:

```python
class RAGWithMetrics(RAGBase):
    def __init__(self, *args, **kwargs):
        super().__init__(*args, **kwargs)
        self.last_call: LLMCallRecord | None = None

    def llm(self, prompt):
        start_time = time.time()
        response = self._call_llm(prompt)
        response_time = time.time() - start_time
        self._log_response(prompt, response, response_time)
        return response.choices[0].message.content

    def _call_llm(self, prompt):
        return self.llm_client.chat.completions.create(
            model=self.model,
            messages=[
                {""role"": ""system"", ""content"": self.instructions},
                {""role"": ""user"", ""content"": prompt},
            ],
        )

    def _log_response(self, prompt, response, response_time):
        usage = response.usage
        self.last_call = LLMCallRecord(
            model=self.model,
            prompt=prompt,
            instructions=self.instructions,
            answer=response.choices[0].message.content,
            prompt_tokens=usage.prompt_tokens,
            completion_tokens=usage.completion_tokens,
            total_tokens=usage.total_tokens,
            response_time=response_time,
            cost=0.0,
        )
```

Configure `llm_client` with the provider's API key and OpenAI-compatible base
URL, and pass its model name to `RAGWithMetrics`. The `0.0` cost is a deliberate
placeholder: the course's `calculate_cost` handles only its OpenAI model. Add
the selected provider's current input and output prices before using cost in a
dashboard or database.",01517c80df
Why does my streamlit app fail to launch when I use docker-compose despite working locally?,"To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
"I keep getting an OCI runtime error about the streamlit executable not being found, how do I fix this?","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
Is there a specific command I need to run to rebuild my containers if I'm having path issues in Docker?,"To resolve path issues related to the error 'exec: ""streamlit"": executable file not found in $PATH', you should run:

```bash
docker-compose up --build
```","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
What steps should I take if my docker-compose setup can't locate the streamlit command?,"To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
How can I properly configure my docker-compose file to ensure the streamlit app starts up correctly?,"To properly configure your docker-compose file to ensure the streamlit app starts up correctly, you should:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
Can I team up with a buddy for the capstone project?,"No, the capstone is an individual project. You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository. If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
Is it okay if I work on this with some friends from the course?,"You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository. If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
Do I have to do the final project entirely on my own?,I don't know based on the provided context.,"No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
What are the rules if I want to collaborate with another student?,I don't know based on the provided context.,"No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
